corsid,state_name,site_name,site_code
50840A001,Andaman & Nicobar Islands,SHOALBAY,SHOL
50841A001,Jammu & Kashmir,SHOPIAN,SOPN
50842A001,Rajasthan,SHRIVIJAYNAGAR,SHRI
50843A001,Madhya Pradesh,SIHAWAL,SIHA
50844A001,Rajasthan,SIKAR,SIKA
50845A001,Madhya Pradesh,SILWANI,SILW
50846A001,Jharkhand,SIMDEGA,SEGA
50847A001,Karnataka,SINDANURU,SNUR
50848A001,Rajasthan,SINDHARI,SIND
50849A001,Manipur,SINGHAT,SINT
50850A001,Madhya Pradesh,SINGOLI,SING
50851A001,Madhya Pradesh,SINGRAULINAGAR,SRNG
50852A001,Madhya Pradesh,SIRALI,SIRA
50853A001,Rajasthan,SIROHI,SIRO
50854A001,Madhya Pradesh,SIRONJ,SRNJ
50855A001, Haryana,SIRSA,SIRS
50856A001,Andaman & Nicobar Islands,SITANAGAR,SITA
50857A001,Chhattisgarh,SITAPUR,STPR
50858A001,Tamilnadu,SIVAGANGAI,SIVA
50859A001,Tamilnadu,SIVAGIRI,SGIR
50860A001,Karnataka,SOMWARPET,SPET
50861A001,Jammu & Kashmir,SONMARG,SARG
50862A001,Andaman & Nicobar Islands,SOUTH CREEK,SEEK
50863A001,Mizoram,SOUTHBUNGTLANG,SOUB
50864A001,Mizoram,SOUTHKHAWBUNG,SOUT
50865A001,Rajasthan,SRIDUNGARGARH,SRID
50866A001,Jammu & Kashmir,SRINAGAR,SRIN
50867A001,Tamilnadu,SRIRANGAM,SRGM
50868A001,Gujarat,SUIGAM,SUIG
50869A001,Himachal Pradesh,SUJANPUR,SUJA
50870A001,Uttar pradesh,SULTANPUR,SULT
50871A001,Madhya Pradesh,SULTANPURMP,STMP
50872A001,Rajasthan,SULTANPUTRJ,SPRJ
50873A001,Punjab,SUNAM,SUNA
50874A001,Jharkhand,SUNDARPAHARI,SUND
50875A001,Jammu & Kashmir,SUNDERBANI,SUNI
50876A001,Himachal Pradesh,SUNDERNAGAR,SUND
50877A001,Chhattisgarh,SURAJPUR,SRJP
50878A001,Jammu & Kashmir,SURANKOTE,SUTE
50879A001,Gujarat,SURAT,SURA
50880A001,Gujarat,SURENDERNAGAR,SURE
50881A001,Andaman & Nicobar Islands,SWARAJDWEEP,SEEP
50882A001,Gujarat,TALALA,TALA
50884A001,Maharashtra,TALEGAON,TGAN
50885A001,Odisha,TALSARA,TSRA
50886A001,Punjab,TALWARA,TALW
50887A001,Jharkhand,TAMAR,TMAR
50888A001,Manipur,TAMENGLONG,TAME
50889A001,Telangana,TAMSI,TAMS
50890A001,Odisha,TANDABAI,TADA
50891A001,Ladakh,TANGTSE,TANT
50892A001,Gujarat,TANKARA,TANK
50893A001,Jammu & Kashmir,TANMARG,TANG
50894A001,Rajasthan,TARANAGAR,TARA
50895A001,Punjab,TARNTARAN,TARN
50896A001,Maharashtra,TELHARA,TELH
50897A001,Nagaland,TENING,TENI
50899A001,Madhya Pradesh,TEOTHAR,TEOT
50900A001,Assam,TEZPUR,TEZP
50901A001,Arunanchal Pradesh,TEZU,TEZU
50902A001,Kerla,THABORE,TORE
50903A001,Bihar,THAKURGANJ,THAK
50904A001,Tamilnadu,THANDRAMPATTU,TDPT
50905A001,Gujarat,THARAD,THAR
50906A001,Karnataka,THIRITHAHALLI,TLLI
50908A001,Tamilnadu,THIRUCHENGODE,TCGD
50909A001,Tamilnadu,THIRUPORUR,THIR
50910A001,Tamilnadu,THIRUVAIYARU,TVYR
50911A001,Tamilnadu,THIRUVALLUR,TIRV
50912A001,Kerla,THIRUVANANTHAPUR,TIRU
50913A001,Telangana,THOGUTA,THOG
50914A001,Tamilnadu,THOOTHUKUDI,TTKD
50915A001,Odisha,THUAMUL RAMPUR,THUR
50916A001,Assam,TINSUKIA,TINS
50917A001,Goa,TIVIM,TIVI
50918A001,Jharkhand,TORPA,TRPA
50919A001,Mizoram,TUIPANG,TUIP
50920A001,Maharashtra,TUOD,TUOD
50921A001,Arunanchal Pradesh,TUTING,TUTI
50922A001,Assam,UDALGURI,UDAL
50923A001,Odisha,UDAYAGIRI,UDAY
50924A001,Maharashtra,UDGIR,UDGR
50925A001,Jammu & Kashmir,UDHAMPUR,UDHM
50926A001,Karnataka,UDUPI,UDPI
50927A001,Madhya Pradesh,UJJAIN,UJJA
50928A001,Tamilnadu,ULUNDURPET,ULUN
50929A001,Maharashtra,UMARI NANDED,UNAD
50930A001,Odisha,UMARKOTE,UMAR
50931A001,Assam,UMRONGSO,UMRO
50932A001,Madhya Pradesh,UNCHERA,UNCH
50933A001,Gujarat,UPLETA,UPLE
50934A001,Maharashtra,UPVALE,UPVL
50935A001,Maharashtra,URAN KARANJA,URAN
50937A001,Gujarat,VADODARA,VADO
50938A001,Rajasthan,VALLABHNAGAR,VALL
50939A001,Tamilnadu,VALPARAI,VALP
50940A001,Gujarat,VALSAD,VALS
50941A001,Tamilnadu,VANUR,VNUR
50942A001,Gujarat,VARAHI,VAHI
50943A001,Uttar pradesh,VARANASI,VARA
50944A001,Maharashtra,VASAI,VSAI
50945A001,Kerla,VAZHIKKADAVU,VAVU
50946A001,Tamilnadu,VEDHARANYAM,VEDA
50947A001,Madhya Pradesh,VIDISHA,VIDI
50948A001,Karnataka,VIJAYAPUR,VJPR
50949A001,Telangana,VIKARABADH,VIKR
50950A001,Rajasthan,VISMA,VISM
50951A001,Gujarat,VYARA,VARA
50952A001,Maharashtra,WADGAON,WADG
50953A001,Chhattisgarh,WADRUPNAGAR,WDRN
50954A001,Maharashtra,WADS,WADS
50955A001,Arunanchal Pradesh,WALONG,
50956A001,Maharashtra,WANI,WANI
50957A001,Mizoram,WESTBUNGHMUM,WEST
50958A001,Meghalaya,WILLIAMNAGAR,WILL
50959A001,Karnataka,YADGIR,YDGR
50960A001, Haryana,YAMUNANAGAR,YAMU
50961A001,Maharashtra,YEDSHI,YDSI
50962A001,Karnataka,YELANDUR,YLDR
50963A001,Arunanchal Pradesh,YINGKIONG,YING
50964A001, Sikkim,YUKSOM,YUKS
50965A001,Arunanchal Pradesh,YUPIA,YUPI
50966A001,Ladakh,ZANGLA,ZANG
50967A001,Arunanchal Pradesh,ZIRO,ZIRO
